           4   27.6666660    
           6   107.333336    
           8   265.666656    
          10   529.333313    
          12   925.000000    
          14   1479.33325    
          16   2219.00000    
          18   3170.66675    
          20   4361.00000    
          22   5816.66650    
          24   7564.33301    
          26   9630.66699    
          28   12042.3340    
          30   14826.0010    
          32   18008.3340    
          34   21616.0000    
          36   25675.6660    
          38   30213.9980    
          40   35257.6641    
          42   40833.3320    
          44   46967.6680    
          46   53687.3359    
          48   61019.0039    
          50   68989.3359    
          52   77625.0000    
          54   86952.6641    
          56   96998.9922    
          58   107790.656    
          60   119354.320    
          62   131716.656    
          64   144904.328    
          66   158944.000    
          68   173862.344    
          70   189686.016    
          72   206441.688    
          74   224156.031    
          76   242855.703    
          78   262567.375    
          80   283317.688    
          82   305133.344    
          84   328041.000    
          86   352067.312    
          88   377238.969    
          90   403582.625    
          92   431124.938    
          94   459892.594    
          96   489912.250    
          98   521210.562    
         100   553814.250    
         102   587749.938    
         104   623044.312    
         106   659724.000    
         108   697815.688    
         110   737346.062    
         112   778341.750    
         114   820829.438    
         116   864835.812    
         118   910387.500    
         120   957511.188    
         122   1006233.56    
         124   1056581.25    
         126   1108580.88    
         128   1162259.12    
         130   1217642.75    
         132   1274758.38    
         134   1333632.62    
         136   1394292.25    
         138   1456763.88    
         140   1521074.12    
         142   1587249.75    
         144   1655317.38    
         146   1725303.62    
         148   1797235.25    
         150   1871138.88    
         152   1947041.12    
         154   2024968.75    
         156   2104948.50    
         158   2187007.00    
         160   2271170.75    
         162   2357466.50    
         164   2445921.00    
         166   2536560.75    
         168   2629412.50    
         170   2724503.00    
         172   2821858.75    
         174   2921506.50    
         176   3023473.00    
         178   3127784.75    
         180   3234468.50    
         182   3343551.00    
         184   3455058.75    
         186   3569018.50    
         188   3685457.00    
         190   3804400.75    
         192   3925876.50    
         194   4049911.00    
         196   4176530.75    
         198   4305762.50    
         200   4437632.50    
         202   4572168.00    
         204   4709395.50    
         206   4849341.50    
         208   4992033.00    
         210   5137496.50    
