           4  0.778124928    
           6  0.894444466    
           8  0.933984280    
          10  0.952799976    
          12  0.963541687    
          14  0.970408082    
          16  0.975146413    
          18  0.978600860    
          20  0.981225014    
          22  0.983283222    
          24  0.984939218    
          26  0.986299515    
          28  0.987436295    
          30  0.988400042    
          32  0.989227295    
          34  0.989945054    
          36  0.990573525    
          38  0.991128325    
          40  0.991621852    
          42  0.992063463    
          44  0.992461026    
          46  0.992820799    
          48  0.993147850    
          50  0.993446410    
          52  0.993720114    
          54  0.993971944    
          56  0.994204283    
          58  0.994419515    
          60  0.994619310    
          62  0.994805455    
          64  0.994979024    
          66  0.995141506    
          68  0.995293856    
          70  0.995436788    
          72  0.995571434    
          74  0.995698333    
          76  0.995818138    
          78  0.995931506    
          80  0.996038795    
          82  0.996140540    
          84  0.996237218    
          86  0.996329188    
          88  0.996416748    
          90  0.996500313    
          92  0.996580005    
          94  0.996656179    
          96  0.996729016    
          98  0.996798754    
         100  0.996865630    
         102  0.996929824    
         104  0.996991456    
         106  0.997050583    
         108  0.997107446    
         110  0.997162223    
         112  0.997214913    
         114  0.997265697    
         116  0.997314692    
         118  0.997361898    
         120  0.997407496    
         122  0.997451544    
         124  0.997494161    
         126  0.997535229    
         128  0.997574985    
         130  0.997613609    
         132  0.997650862    
         134  0.997686982    
         136  0.997722149    
         138  0.997756124    
         140  0.997789085    
         142  0.997821271    
         144  0.997852385    
         146  0.997882605    
         148  0.997912109    
         150  0.997940719    
         152  0.997968554    
         154  0.997995734    
         156  0.998022139    
         158  0.998047948    
         160  0.998073101    
         162  0.998097539    
         164  0.998121440    
         166  0.998144746    
         168  0.998167396    
         170  0.998189569    
         172  0.998211205    
         174  0.998232305    
         176  0.998252928    
         178  0.998273075    
         180  0.998292744    
         182  0.998311996    
         184  0.998330832    
         186  0.998349190    
         188  0.998367190    
         190  0.998384833    
         192  0.998401999    
         194  0.998418868    
         196  0.998435438    
         198  0.998451591    
         200  0.998467326    
         202  0.998482764    
         204  0.998497903    
         206  0.998512745    
         208  0.998527348    
         210  0.998541594    
